case_id,activity,timestamp,event_type,arrival_timestamp
case_88.90,m,253.489919,end,253.489919
case_88.90,s,253.489919,start,253.489919
case_88.89,h,256.094185,end,272.807173
case_88.89,c,256.094185,start,263.437240
case_88,m,260.734704,end,280.932116
case_88.89,c,260.844637,end,276.059867
case_88.90,s,264.346629,end,279.822302
case_88.90,d,264.346629,start,264.878946
case_88.90,d,267.565558,end,286.718300
case_88.90,a,267.565558,start,276.789503
case_88.90,a,276.589624,end,304.623612
case_88.90,m,276.589624,start,284.330495
case_85.fractal_47,a,277.446668,start,279.100549
case_85.fractal_47,a,279.595663,end,290.675371
case_85.fractal_47,m,279.595663,start,295.527416
case_88.90,m,281.766228,end,281.766228
case_88.90,q,281.766228,start,281.766228
case_88.90,q,283.724788,end,311.548577
case_88.90,p,283.724788,start,296.204775
case_88.90,p,289.478351,end,289.478351
case_88.90,m,289.478351,start,297.237998
case_88.90,m,295.871926,end,312.645973
case_88.90,s,295.871926,start,319.463233
case_88.90,s,297.064429,end,297.064429
case_88.90,d,297.064429,start,297.613312
case_88.90,d,298.762705,end,298.762705
case_88.90,a,298.762705,start,309.312399
case_88.90,a,308.458963,end,320.703202
case_88.90,m,308.458963,start,308.458963
case_88.90,m,311.341031,end,341.453130
case_88.90,q,311.341031,start,327.973697
case_88.90,q,315.864958,end,317.183269
case_88.90,p,315.864958,start,343.190131
case_88.90,p,317.035659,end,334.774998
case_88.90,m,317.035659,start,319.411016
case_85.fractal_47,m,317.153414,end,344.704982
case_85.fractal_47,q,317.153414,start,317.153414
case_88.90,m,326.106879,end,349.385411
case_88.90,i,326.106879,start,328.844206
case_88.90,i,327.144848,end,327.144848
case_88.90,b,327.144848,start,343.121802
case_88.90,b,333.826897,end,333.826897
case_88.90,i,333.826897,start,357.875710
case_88.90,i,338.310499,end,361.633567
case_88.90,a,338.310499,start,355.937591
case_88.90,a,348.324276,end,348.324276
case_88.90.fractal_48,d,348.324276,start,355.370132
case_88.90,m,348.324276,start,362.400111
case_88.90,m,348.759040,end,355.656901
case_88.90,q,348.759040,start,349.256006
case_85.fractal_47,q,349.763875,end,350.578695
case_85.fractal_47,p,349.763875,start,373.238268
case_88.90.fractal_48,d,351.113121,end,351.113121
case_88.90.fractal_48,a,351.113121,start,373.560419
case_88.90,q,353.355763,end,383.584105
case_88.90,p,353.355763,start,381.732486
case_88.90.fractal_48,a,355.864791,end,378.643157
case_88.90.fractal_48,m,355.864791,start,366.573449
case_88.90.fractal_48,m,356.054222,end,365.923788
case_88.90.fractal_48,s,356.054222,start,372.824075
case_88.90.fractal_48,s,365.006566,end,392.373350
case_88.90.fractal_48,d,365.006566,start,388.091015
case_88.90.fractal_48,d,367.660866,end,386.855046
case_88.90.fractal_48,a,367.660866,start,382.371601
case_88.90.fractal_48,a,375.102029,end,376.515984
case_88.90.fractal_48,m,375.102029,start,375.102029
case_85.fractal_47,p,375.227719,end,401.542638
case_85.fractal_47,m,375.227719,start,375.227719
case_88.90,p,378.893804,end,378.893804
case_88.90,m,378.893804,start,378.893804
case_88.90.fractal_48,m,379.370610,end,400.713240
case_88.90.fractal_48,q,379.370610,start,404.987262
case_88.90.fractal_48,q,380.985621,end,399.949873
case_88.90.fractal_48,p,380.985621,start,396.401300
case_88.90,m,384.151833,end,384.151833
case_91,c,124.127516,start,124.127516
case_91,c,136.871710,end,136.871710
case_91,h,136.871710,start,167.299313
case_91,h,166.139283,end,175.371025
case_91,k,166.139283,start,189.413315
case_91,k,254.952138,end,263.719316
case_91,h,254.952138,start,268.639019
case_91,h,334.514381,end,364.114604
case_91,g,334.514381,start,360.550606
case_91,g,367.123345,end,383.042341
case_91,o,367.123345,start,395.061453
case_88.90.fractal_48,p,385.729957,end,385.729957
case_88.90.fractal_48,m,385.729957,start,387.558674
case_91,o,390.022808,end,400.748230
case_91,k,390.022808,start,390.142372
case_91,k,390.135074,end,394.443857
case_91,g,390.135074,start,404.091685
case_88.90.fractal_48,m,391.002041,end,397.487780
case_88.90.fractal_48,s,391.002041,start,397.521456
case_62.63,o,394.230124,end,414.500798
case_88.90.fractal_48,d,391.985368,start,391.985368
case_88.90.fractal_48,d,393.385751,end,395.027995
case_53.67,m,400.687564,start,414.780815
case_91,g,399.863306,end,412.261913
case_91.92,p,399.863306,start,401.186927
case_88.90.fractal_48,s,391.985368,end,414.782205
case_15.34.fractal_42,d,407.481481,end,414.784980
case_88.90.fractal_48,m,401.381197,start,401.381197
case_77.79.fractal_46,g,389.176928,end,414.974173
case_77.79.fractal_46,o,392.253097,start,415.364085
case_91.92,m,402.317177,end,402.317177
case_30.58,q,391.841388,start,415.942614
case_88.90.fractal_48,m,403.757725,end,413.964740
case_77.79.fractal_46,o,389.931363,end,416.155527
case_15.34.fractal_40,m,398.464259,start,416.394414
case_88.90.fractal_48,p,407.488114,start,407.488114
case_91,o,408.235481,end,416.272107
case_91,g,408.235481,start,408.309640
case_88.90.fractal_48,p,408.453463,end,412.629394
case_72.74.fractal_45,g,402.599488,start,416.755596
case_88.90.fractal_48,m,408.453463,start,417.390495
case_72.74,c,396.965156,start,417.484328
case_30.58,q,399.378331,end,417.492050
case_15.34,q,410.168100,end,411.978104
case_77.79.fractal_46,k,396.257262,start,417.542459
case_91.92,s,410.574208,end,412.008920
case_91.92,d,410.574208,start,417.334584
case_50,m,410.643685,end,411.575045
case_88.90.fractal_48,a,393.385751,start,417.651392
case_53.67,m,397.786472,end,418.197944
case_6.69,p,410.918800,start,410.918800
case_50.70,m,395.573738,start,418.858478
case_81.84,i,395.525748,end,419.225891
case_14.fractal_27,q,411.890030,end,411.890030
case_91.92,p,402.252098,end,419.854191
case_46.71,p,412.591413,end,417.263004
case_50.65,m,409.319949,end,420.390157
case_62.63,o,392.439976,start,420.429580
case_15.34.fractal_42,p,396.361129,end,420.483023
case_46.71,p,396.669219,end,420.544454
case_72.74,c,390.568628,start,420.599550
case_46.71,m,413.090610,end,413.090610
case_46.71.fractal_49,p,413.090610,start,417.715370
case_46.71,q,413.090610,start,413.090610
case_15.34.fractal_40,f,413.193523,end,415.847442
case_91.92,s,402.317177,start,420.789286
case_9.66,q,413.565714,end,419.625679
case_62.63,k,395.564814,end,420.912632
case_9.fractal_36,i,399.191928,end,421.221409
case_1,q,401.218174,end,421.355062
case_15.34.fractal_40,f,400.899108,start,421.575805
case_15.34.fractal_40,m,415.484232,start,415.484232
case_6.69,p,415.807039,end,415.807039
case_1.75,y,414.807872,start,421.863773
case_15.34,p,410.168100,start,421.957105
case_50.70,c,400.283041,start,422.039193
case_50.70,m,397.441145,end,422.339889
case_8.fractal_28,q,408.080983,start,422.478212
case_72.74,f,396.572806,start,422.496372
case_88.90.fractal_48,b,416.789409,start,416.789409
case_1.75,y,417.410639,end,417.410639
case_91,g,408.745660,end,422.676724
case_62.63,a,417.532607,end,417.532607
case_81.84,c,395.525748,start,423.202316
case_88.90.fractal_48,i,416.789409,end,423.396820
case_62.63.fractal_43,k,417.602426,start,419.270919
case_72.fractal_44,d,398.733957,end,423.398392
case_15.34.fractal_40,p,398.464259,end,423.483124
case_50.65,q,408.487637,end,423.590383
case_62.63,q,418.085945,start,418.085945
case_91.92,d,418.429015,end,418.429015
case_91.92,y,418.429015,start,418.429015
case_15.34.fractal_40,m,419.529385,end,419.529385
case_91.92,m,402.252098,start,423.624563
case_8.fractal_28,q,419.888427,end,419.888427
case_6.69,q,408.212960,start,423.800482
case_62,p,419.929812,end,419.929812
case_77.79.fractal_46,k,404.043093,end,423.976789
case_15.34,p,420.402864,end,421.104813
case_15.34,m,420.402864,start,420.402864
case_6.69,m,408.212960,end,424.856903
case_62.63,p,420.644229,start,420.644229
case_91.92,y,420.840592,end,424.987397
case_91.92,a,420.840592,start,424.977296
case_53.67,q,408.449498,start,425.021647
case_6.69,q,420.883091,start,420.883091
case_50.65,p,408.487637,start,425.196751
case_50.fractal_39,k,398.592483,start,425.474962
case_9.fractal_36,b,401.729065,end,425.630622
case_30,s,408.084998,end,425.717691
case_9.66,q,412.705647,start,426.114268
case_72.74.fractal_45,k,399.407833,start,426.282757
case_6.69,p,402.495951,end,426.295335
case_62.63,m,422.517209,start,422.517209
case_15.34,m,423.238161,end,424.582140
case_1.fractal_19,i,421.296483,start,426.347609
case_1.fractal_19,i,423.325367,end,423.325367
case_85.fractal_47,m,409.249102,end,426.590615
case_62.63,m,423.475975,end,423.475975
case_62.63,q,423.475975,start,423.475975
case_88.90.fractal_48,q,407.488114,end,426.877755
case_6.69,m,402.495951,start,427.080043
case_72.74,s,399.167798,start,427.149659
case_6.69,p,424.120533,start,424.120533
case_72.74,c,399.167798,end,427.154988
case_50.fractal_39,k,421.454710,end,427.202148
case_50.65,m,408.871334,start,427.245609
case_30,d,408.084998,start,427.541427
case_88.90.fractal_48,b,422.299366,end,427.948168
case_6.69,m,424.664998,start,424.740551
case_72.74.fractal_45,k,402.599488,end,427.949591
case_15.34.fractal_40,h,419.529385,start,427.987592
case_62.63,m,417.532607,start,428.069879
case_14.fractal_27,p,417.755221,end,428.179743
case_91,o,408.745660,start,428.237338
case_15.34.fractal_42,y,402.380942,start,428.245244
case_46.71,m,412.591413,start,428.447186
case_6.69,p,424.664998,end,428.601948
case_6.69,q,426.689740,start,426.689740
case_72.74,s,428.254921,end,428.254921
case_50.65,q,408.476187,start,428.724816
case_1.75,c,426.386449,end,428.773633
case_15.34,b,428.350307,start,428.350307
case_91,o,399.863306,start,428.922304
case_72.74.fractal_51,h,429.381926,start,429.381926
case_8.fractal_28,m,408.080983,end,429.436317
case_14.fractal_27,p,411.890030,start,429.826889
case_14.fractal_27,c,429.511877,start,429.511877
case_1.75,d,414.807872,end,429.991889
case_62.63,q,420.644229,end,430.186231
case_15.34.fractal_42,s,402.114915,start,430.680705
case_15.34,i,430.664975,start,430.664975
case_88.90.fractal_48,a,401.381197,end,430.802665
case_15.34.fractal_40,a,413.193523,start,430.954755
case_15.34.fractal_42,m,402.114915,end,431.073222
case_53.67,m,431.138382,start,431.138382
case_62.63,q,429.920215,end,431.374434
case_15.34.fractal_42,y,403.232372,end,431.572743
case_46.71,q,403.406639,start,431.836010
case_29.fractal_25,q,408.591584,end,431.859379
case_14.fractal_27,m,423.701279,end,431.935954
case_6.69.fractal_50,a,415.807039,start,431.959798
case_6.69.fractal_50,a,424.520211,end,432.340985
case_9.66,m,409.165794,start,432.460329
case_46.71.fractal_49,p,425.861871,end,432.694528
case_62.63,o,409.051210,end,433.184656
case_62.63,m,418.085945,end,433.592309
case_1.75,c,417.410639,start,434.040072
case_62,m,419.929812,start,434.276487
case_88.90.fractal_48,q,403.757725,start,434.331903
case_6.69,p,432.567587,start,432.567587
case_62.63,a,409.051210,start,434.750667
case_6.69,m,433.353161,start,433.353161
case_88.90.fractal_48,i,415.933509,start,434.924823
case_8.fractal_28,m,433.575179,start,433.575179
case_6,p,433.739902,end,433.739902
case_6,m,433.739902,start,433.739902
case_88.90.fractal_48,a,434.253773,end,434.253773
case_50,h,410.643685,start,435.037082
case_14.fractal_27,m,417.755221,start,435.084522
case_46.71,p,409.224905,start,435.362578
case_93,c,126.985614,start,144.744678
case_93,c,168.087101,end,168.087101
case_94,c,127.380391,start,127.380391
case_94,c,127.535115,end,127.535115
case_94.95,b,127.535115,start,127.535115
case_94.95,b,130.798058,end,159.769588
case_94.95.fractal_52,b,130.798058,start,130.798058
case_94.95,i,130.798058,start,146.662606
case_94.95.fractal_52,b,133.488652,end,163.790255
case_94.95,i,135.870844,end,166.341079
case_94.95,b,135.870844,start,135.870844
case_94.95,b,140.344102,end,159.854931
case_94.95,i,140.344102,start,140.344102
case_94.95,i,143.706605,end,168.425825
case_94.95,b,143.706605,start,160.180241
case_94.95,b,144.099704,end,144.099704
case_94.95,i,144.099704,start,151.993780
case_94.95,i,148.037746,end,150.642346
case_94.95,c,148.037746,start,166.343906
case_94.95,c,161.922708,end,165.998634
case_96,c,132.516797,start,157.791289
case_96,c,207.584531,end,207.584531
case_96.97,a,207.584531,start,225.681867
case_96,s,207.584531,start,216.949649
case_96.97,a,212.200089,end,223.193087
case_96.97,m,212.200089,start,236.652045
case_96.97,m,212.521431,end,219.842486
case_96.97,q,212.521431,start,233.101776
case_96.97,q,225.192291,end,248.602664
case_96.97,p,225.192291,start,245.520988
case_96.97,p,230.929461,end,230.929461
case_96.97,m,230.929461,start,234.150766
case_96,s,238.209974,end,249.977661
case_96.98,f,238.209974,start,238.209974
case_96,y,238.209974,start,267.665102
case_96.97,m,239.444862,end,267.184088
case_96.97,q,239.444862,start,239.444862
case_96.97,q,242.177118,end,242.177118
case_96.97,p,242.177118,start,242.177118
case_96.97,p,253.013925,end,267.780257
case_96.97,m,253.013925,start,267.656578
case_96.98,f,262.409224,end,284.300569
case_96.98,c,262.409224,start,262.409224
case_96.98,c,262.534173,end,267.701948
case_96.98,i,262.534173,start,269.412269
case_96,y,264.108813,end,269.386383
case_96.fractal_53,c,264.108813,start,264.108813
case_96.99,b,264.108813,start,283.333697
case_96,c,264.108813,start,264.108813
case_96,c,264.953683,end,287.519699
case_96,i,264.953683,start,264.953683
case_96.98,i,274.565524,end,274.565524
case_96.98,b,274.565524,start,289.708755
case_96.99,b,277.834945,end,277.834945
case_96.99,i,277.834945,start,299.304479
case_96.98,b,278.275407,end,290.967577
case_96.98.fractal_54,f,278.275407,start,306.363314
case_96.98,i,278.275407,start,278.275407
case_96.99,i,278.331677,end,280.380493
case_96.99,b,278.331677,start,278.331677
case_96.97,m,280.282325,end,289.896092
case_96.97,q,280.282325,start,290.950718
case_96.98,i,280.345340,end,302.428419
case_96.98,c,280.345340,start,284.671781
case_96.97,q,280.717891,end,282.909002
case_96.97.fractal_55,a,280.717891,start,293.523851
case_96.97,p,280.717891,start,305.745818
case_96.97.fractal_55,a,284.523838,end,290.842783
case_96.97.fractal_55,m,284.523838,start,284.523838
case_96.97.fractal_55,m,284.788814,end,286.908317
case_96.97.fractal_55,q,284.788814,start,299.949324
case_96.99,b,288.391169,end,288.391169
case_96.99,i,288.391169,start,293.461016
case_96.97.fractal_55,q,295.237091,end,295.237091
case_96.97.fractal_55,p,295.237091,start,310.092913
case_96.98.fractal_54,f,298.229889,end,321.554688
case_96.98.fractal_54,c,298.229889,start,302.202601
case_96.98.fractal_54,c,298.332921,end,310.615601
case_96.98.fractal_54,i,298.332921,start,326.745158
case_96.97.fractal_55,p,299.967909,end,299.967909
case_96.97.fractal_55,m,299.967909,start,323.331115
case_96.98,c,301.251111,end,301.251111
case_96.97.fractal_55,m,306.989632,end,323.499992
case_96.97.fractal_55,q,306.989632,start,306.989632
case_96.98.fractal_54,i,308.253864,end,335.354262
case_96.98.fractal_54,b,308.253864,start,327.551639
case_96.97.fractal_55,q,309.242625,end,323.412650
case_96.97.fractal_55,p,309.242625,start,309.242625
case_96.98.fractal_54,b,311.313000,end,311.313000
case_96.99,i,312.445489,end,315.085329
case_96.99,b,312.445489,start,335.529548
case_96.99,b,314.312353,end,314.312353
case_96.99,i,314.312353,start,324.336792
case_96.99,i,315.421700,end,315.421700
case_96.99,b,315.421700,start,321.316740
case_96.97,p,315.423263,end,315.423263
case_96.97,m,315.423263,start,329.950753
case_96.97,m,316.585205,end,334.657025
case_96.97,q,316.585205,start,318.517644
case_96.97.fractal_55,p,318.178557,end,338.681351
case_96.97.fractal_55,m,318.178557,start,318.178557
case_96,i,318.588754,end,318.588754
case_96,b,318.588754,start,318.588754
case_96.97,q,323.971811,end,336.667926
case_96.97,p,323.971811,start,327.393673
case_96.fractal_53,c,326.008986,end,326.008986
case_96.fractal_53,s,326.008986,start,335.672820
case_96.99,b,326.534056,end,337.536303
case_96.99,i,326.534056,start,334.006761
case_96,b,329.238241,end,329.238241
case_96,i,329.238241,start,336.741859
case_96.99,i,331.174867,end,331.174867
case_96.99,a,331.174867,start,357.283315
case_96.99,a,331.232415,end,353.023265
case_96.99,m,331.232415,start,333.207061
case_96,i,331.510615,end,337.769890
case_96.100,a,331.510615,start,356.426584
case_96,a,331.510615,start,361.327002
case_96.100,a,332.835351,end,357.624164
case_96.100,m,332.835351,start,345.822410
case_96.100,m,333.210144,end,341.214871
case_96.100.fractal_56,a,333.210144,start,346.039468
case_96.100,h,333.210144,start,347.065111
case_96.100.fractal_56,a,334.302509,end,350.374541
case_96.100.fractal_56,m,334.302509,start,334.302509
case_96.100.fractal_56,m,334.611560,end,357.193359
case_96.99,m,335.571758,end,337.596232
case_96.99,q,335.571758,start,353.788675
case_96.97.fractal_55,m,340.663833,end,340.663833
case_96.97.fractal_55,q,340.663833,start,340.663833
case_96.97.fractal_55,q,341.022998,end,356.920092
case_96.97,p,342.208740,end,347.783455
case_96.97,m,342.208740,start,355.929447
case_96.99,q,349.626560,end,349.626560
case_96.99.fractal_57,b,349.626560,start,349.626560
case_96.99,p,349.626560,start,369.825827
case_96.fractal_53,s,351.262449,end,353.128181
case_96.fractal_53,y,351.262449,start,371.137803
case_96,a,352.378276,end,360.745549
case_96,m,352.378276,start,372.324738
case_96.99.fractal_57,b,360.945005,end,389.677924
case_96.99.fractal_57,i,360.945005,start,360.945005
case_96.99.fractal_57,i,361.354605,end,362.702238
case_96.99.fractal_57,b,361.354605,start,361.354605
case_96.100,h,362.256513,end,379.490595
case_96.100,k,362.256513,start,388.513005
case_96.100,k,364.453072,end,386.121274
case_96.100,g,364.453072,start,371.520585
case_96.97,m,365.854272,end,389.859017
case_96.97,f,365.854272,start,365.854272
case_96.99.fractal_57,b,369.649571,end,376.779887
case_96.99.fractal_57,i,369.649571,start,369.649571
case_96.100,g,371.034438,end,374.369488
case_96.100,o,371.034438,start,377.188337
case_96.99,p,371.737506,end,388.318865
case_96.99,m,371.737506,start,389.471971
case_96.100,o,372.575784,end,389.136488
case_96.100,c,372.575784,start,386.069648
case_96.fractal_53,y,372.618396,end,382.542078
case_96.97,f,372.972546,end,375.785289
case_96.97,c,372.972546,start,378.872641
case_96.99,m,389.170931,end,416.369345
case_96.99,q,389.170931,start,409.122350
case_96.99.fractal_57,i,389.484545,end,406.219028
case_96.99.fractal_57,b,389.484545,start,407.846119
case_96.99,q,390.460018,end,417.651678
case_96.99,p,390.460018,start,416.399985
case_96.99.fractal_57,b,391.023945,end,397.988091
case_96.99.fractal_57,i,391.023945,start,411.248887
case_96.99.fractal_57,i,391.938702,end,391.938702
case_96.99.fractal_57,b,391.938702,start,411.044881
case_96.100,c,396.130651,end,396.130651
case_96.99,p,399.721982,end,399.721982
case_96.99,m,399.721982,start,405.193200
case_96.97,c,400.646369,end,400.646369
case_96.99.fractal_57,b,401.101851,end,426.700127
case_96.99.fractal_57,i,401.101851,start,409.125265
case_96.99.fractal_57,i,404.928621,end,410.927331
case_96.99.fractal_57,a,404.928621,start,421.476154
case_96.99.fractal_57,a,404.976075,end,406.855725
case_96.99.fractal_57,m,404.976075,start,421.821774
case_62.63.fractal_43,k,424.625893,end,435.511605
case_96.99,q,407.751408,start,421.615542
case_96.99.fractal_57,m,408.554257,end,427.250183
case_96.99,m,407.751408,end,436.280612
case_1.75,y,410.981245,end,436.524439
case_96.99,p,418.546658,start,437.025106
case_96.99,p,418.635672,end,430.112313
case_50.65,p,408.871334,end,437.774215
case_6.69,q,410.918800,end,437.957739
case_96.99,m,421.864187,end,430.592438
case_96.99,m,418.635672,start,438.058700
case_62.63,p,422.517209,end,438.310145
case_96.99,b,423.762218,start,436.491731
case_1.fractal_19,b,424.865752,end,438.494977
case_96.99,i,425.597955,start,425.597955
case_6.69,m,435.657642,end,435.657642
case_8.fractal_28,p,419.888427,start,438.563429
case_96.99,i,423.762218,end,438.581229
case_72.74.fractal_51,c,435.952312,start,435.952312
case_46.71.fractal_49,q,436.215175,end,436.215175
case_1.75,d,410.981245,start,438.591161
case_6.69.fractal_50,q,432.378977,start,438.814569
case_9.66,m,436.253501,start,438.906350
case_53.67,p,431.128382,start,439.137052
case_6.69,p,436.390556,start,436.390556
case_9.66,m,436.469904,end,436.469904
case_62.63,p,437.179485,end,437.179485
case_1.75,s,426.386449,start,439.194060
case_96.99.fractal_57,q,408.554257,start,439.200933
case_72.74,c,431.826820,start,439.400998
case_9.66,m,412.705647,end,439.558280
case_62,m,438.306607,end,438.306607
case_46.71.fractal_49,p,436.215175,start,439.597283
case_46.71,p,438.817262,end,438.817262
case_46.71,m,438.817262,start,438.817262
case_72.74,d,428.254921,start,439.968765
case_62.63,m,437.179485,start,440.091354
case_96.99,b,425.597955,end,440.313256
case_88.90.fractal_48,m,415.933509,end,440.608600
case_62.63.fractal_43,g,417.602426,end,441.069100
case_77.79.fractal_46,h,439.218422,start,439.218422
case_96.99,i,439.371140,end,439.371140
case_15.34.fractal_40,c,412.951578,end,441.467278
case_23,c,434.724387,end,441.482661
case_72.74,y,429.381926,start,441.757979
case_96.99,i,421.864187,start,441.821397
case_9.66,p,436.253501,end,441.912723
case_15.34,b,440.759307,start,440.759307
case_72.74.fractal_45,g,416.468917,end,442.107818
case_6.69.fractal_50,m,424.520211,start,442.350374
case_62.63.fractal_43,k,432.220411,start,442.550937
case_72.74.fractal_51,f,440.903303,start,442.294365
case_15.34,i,423.238161,start,442.572393
case_72.74.fractal_51,c,441.226831,start,441.226831
case_6.69,m,415.807039,start,442.742288
case_72.74,i,442.200650,start,442.200650
case_15.34.fractal_40,f,412.951578,start,442.909380
case_46.71,i,442.214782,start,442.214782
case_15.34,i,440.759307,end,443.052968
case_15.34,b,430.664975,end,443.399044
case_1.fractal_19,b,423.325367,start,443.540389
case_1.fractal_19,b,421.296483,end,443.624002
case_72.74.fractal_51,c,443.043110,end,443.112848
case_72.74.fractal_51,s,443.043110,start,443.923523
case_6.69.fractal_50,q,443.500058,end,443.500058
case_9.66,p,413.565714,start,443.997464
case_72.74,i,443.755415,end,443.755415
case_6.69,q,432.567587,end,444.400760
case_53.67,p,431.138382,end,444.491508
case_72.74,a,444.023572,end,444.043221
case_46.71.fractal_49,m,431.417487,end,444.507235
case_6.69,m,426.689740,end,444.617249
case_72.74,d,429.381926,end,444.973246
case_50,c,444.289217,start,444.289217
case_6.69,p,444.329195,end,444.329195
case_96.99,q,418.546658,end,444.991007
case_53.67,q,431.128382,end,445.186132
case_46.71,i,444.823888,start,444.823888
case_62.63.fractal_58,g,444.926383,end,444.926383
case_1.75,s,439.025331,end,445.285611
case_15.34.fractal_40,a,415.484232,end,445.338932
case_46.71,m,442.214782,end,445.447730
case_6.69,q,436.390556,end,446.161841
case_8.fractal_28,m,445.516311,end,445.516311
case_62,y,439.932497,start,446.527272
case_46.71.fractal_49,m,425.861871,start,446.732376
case_50.fractal_39,g,421.454710,start,446.812569
case_88.90.fractal_48,i,422.299366,start,446.993937
case_6.69,m,420.883091,end,447.236244
case_72.74.fractal_59,i,446.184766,end,446.184766
case_96.99.fractal_57,q,420.143720,end,447.363151
case_9.fractal_36,b,446.581554,end,446.581554
case_72.74,y,431.826820,end,447.877997
case_46.71,b,442.999634,start,448.557940
case_46.71.fractal_49,q,431.417487,start,448.908244
case_62.63.fractal_58,g,437.179485,start,449.004370
case_8.fractal_28,d,446.689942,start,446.689942
case_72.74,c,432.300077,end,449.056036
case_14.fractal_27,i,423.701279,start,449.211702
case_6.69.fractal_50,p,443.500058,start,449.512489
case_50.fractal_39,k,448.067183,start,448.067183
case_46.71,b,444.823888,end,449.738246
case_46.71,q,434.659040,end,449.918319
case_62.63.fractal_58,o,448.300245,end,448.300245
case_62.63.fractal_58,a,448.300245,start,449.139107
case_23.fractal_34,y,448.605681,end,448.605681
case_88.90.fractal_48,i,425.996503,end,450.025603
case_6.69.fractal_50,p,445.121537,end,450.126850
case_9.fractal_36,b,437.429602,start,450.565603
case_72.74.fractal_51,c,440.903303,end,450.700977
case_15.34,a,448.983582,start,448.983582
case_72.74,i,432.328054,end,451.171077
case_15.34,i,428.350307,end,451.238355
case_91.92,a,449.074327,end,451.501778
case_1.75,y,449.284954,end,449.284954
case_1.75.fractal_60,d,449.284954,start,449.284954
case_1.75,c,449.284954,start,449.284954
case_72.74.fractal_59,c,446.161696,end,451.594991
case_72.74,b,432.328054,start,451.809021
case_72.74.fractal_59,y,443.755415,start,451.810543
case_15.34.fractal_40,a,449.735629,start,449.735629
case_62,s,438.306607,start,451.815170
case_62.63.fractal_43,k,442.422609,end,452.352590
case_72.74,b,442.200650,end,452.540768
case_6.69.fractal_50,m,449.835730,end,452.674558
case_14.fractal_27,i,429.511877,end,452.709820
case_62.63,m,440.887321,end,452.740027
case_91.92,m,451.632106,end,451.632106
case_91.92,f,451.632106,start,451.632106
case_77.79.fractal_46,g,451.893330,end,451.893330
case_6.69,q,424.120533,end,453.057278
case_62.63.fractal_43,g,432.220411,end,453.085490
case_72.74.fractal_59,c,445.771453,start,453.312918
case_8.fractal_28,p,433.575179,end,453.550379
case_62.63,p,429.920215,start,454.127743
case_72.74.fractal_51,h,435.952312,end,454.326194
case_30,y,452.380304,start,454.875144
case_62.63.fractal_43,g,424.625893,start,455.230411
case_1.75.fractal_60,d,454.032971,end,454.032971
case_30,d,452.380304,end,455.654912
case_50.101,h,444.289217,start,455.657772
case_72.74.fractal_59,i,454.325619,start,454.905703
case_15.34,b,446.828690,end,455.731462
case_62.63,q,440.887321,start,455.784678
case_77.79.fractal_46,k,449.654737,start,455.957145
case_23.fractal_34,i,455.024305,start,455.024305
case_77.79.fractal_46,o,455.178057,end,455.178057
case_6.69.fractal_50,m,445.121537,start,456.243547
case_88.90.fractal_48,a,425.996503,start,456.413651
case_72.74,i,432.300077,start,456.452398
case_6.69,q,435.657642,start,456.898136
case_6.69.fractal_50,m,432.378977,end,457.474373
case_72.74.fractal_59,i,455.607664,end,455.607664
case_62.63.fractal_58,m,455.750205,end,455.750205
case_62.63.fractal_58,q,455.750205,start,455.750205
case_53.67,m,431.489153,end,457.507759
case_15.34,a,456.371950,end,456.371950
case_15.34,m,456.371950,start,456.371950
case_62.63.fractal_58,m,455.293928,start,457.744093
case_6.69.fractal_50,p,456.097739,end,457.904001
case_91,o,456.474152,end,458.262936
case_6.69,q,456.993910,start,456.993910
case_1.75.fractal_60,y,457.335494,end,457.335494
case_72.74.fractal_59,y,445.771453,end,458.649854
case_72.74.fractal_59,b,454.325619,end,459.123235
case_8.fractal_28,s,445.516311,start,459.158007
case_9.fractal_36,i,437.429602,end,459.499484
case_6.69.fractal_50,q,449.835730,start,459.505854
case_62.63.fractal_43,o,448.101651,end,460.322900
case_1.75,y,439.025331,start,460.410196
case_62,s,439.932497,end,460.856295
case_72.74,m,444.023572,start,461.084895
case_72.74.fractal_59,b,446.184766,start,461.285720
case_62.63.fractal_58,p,457.859743,start,461.767237
case_1.75.fractal_60,y,454.032971,start,461.832873
case_72.74,m,458.758239,end,458.758239
case_72.74,o,458.758239,start,458.758239
case_62.fractal_37,m,458.885729,end,458.885729
case_46.71,p,434.659040,start,462.090766
case_6.69,p,433.353161,end,462.308311
case_62.63.fractal_43,o,446.625511,start,462.451725
case_50.101,a,458.031820,end,463.316705
case_6.69,m,444.329195,start,463.656792
case_46.71.fractal_49,m,438.991168,start,464.221797
case_50.101,m,458.031820,start,464.261757
case_62.63.fractal_43,g,442.422609,start,464.327869
case_72.74,a,443.755415,start,464.536463
case_6.69,m,460.180692,start,460.180692
case_6.69,p,460.180692,end,464.741589
case_6.69.fractal_50,p,452.066941,start,464.783360
case_6.69,p,458.630214,start,464.860997
case_77.79.fractal_46,g,439.218422,end,465.325705
case_72.74.fractal_51,f,441.226831,end,465.490589
case_15.34.fractal_40,q,460.687898,start,460.687898
case_91.92,f,461.115872,end,461.115872
case_6.69,m,456.993910,end,465.725151
case_96.99,c,461.407038,end,461.407038
case_102,a,135.214733,start,148.406806
case_102,a,149.754606,end,169.771075
case_102,m,149.754606,start,162.330866
